appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,initialprice,languages,genre,ccu,tags,Casual,NaN,Action,Accounting,Early Access,Utilities,Indie,Web,Development,Simulation,RPG,Strategy,Free to Play,Adventure,Movie,Violent,Animation & Modelling,Design & Illustration,Racing,Photo Editing,Video Production,MMO,Software,Audio,Sports,Education,has_multiplayer,has_dlc,Developer_score
1129310,Receiver 2,Wolfire Games,Wolfire Games,,1776,173,"200,000 .. 500,000",1216,7,1999,"English, Spanish - Spain, Japanese, Simplified Chinese","Action, Indie, Simulation",28,"{'FPS': 197, 'Shooter': 189, 'First-Person': 186, 'Atmospheric': 185, 'Simulation': 181, 'Indie': 160, 'Action': 149, 'Realistic': 93, 'Psychological Horror': 89, 'Difficult': 73, 'Education': 70, 'Horror': 62, 'Rogue-like': 55, 'Cyberpunk': 47, 'Stealth': 45, 'Singleplayer': 45, 'Illuminati': 42, 'Surreal': 41, 'Survival Horror': 35, 'VR': 23}",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,AAA
1129580,Medieval Dynasty,Render Cube,Toplitz Productions,,21399,2192,"500,000 .. 1,000,000",2628,277,3499,"English, German, Spanish - Spain, Polish, French, Portuguese - Brazil, Japanese, Portuguese, Russian, Czech, Turkish, Ukrainian, Italian, Simplified Chinese, Dutch, Swedish, Korean, Hungarian","Action, Adventure, RPG, Simulation",2653,"{'Survival': 470, 'Building': 417, 'Open World': 396, 'Medieval': 362, 'RPG': 275, 'Singleplayer': 260, 'Simulation': 225, 'City Builder': 223, 'Crafting': 216, 'Adventure': 193, 'Sandbox': 187, 'Colony Sim': 178, 'Multiplayer': 166, 'Realistic': 156, 'Resource Management': 152, 'Action': 145, 'Historical': 139, 'Exploration': 135, 'First-Person': 131, 'Early Access': 130}",False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
1133060,Anarchy: Wolf's law,Street's Game,Street's Game,,167,29,"200,000 .. 500,000",0,0,1199,"English, German, Russian, French, Italian, Spanish - Spain, Simplified Chinese, Portuguese, Turkish, Japanese","Action, Adventure, Indie, Massively Multiplayer, Simulation, Strategy, Early Access",12,"{'Early Access': 380, 'Action': 345, 'Open World': 339, 'Survival': 330, 'Zombies': 316, 'Heist': 313, 'Adventure': 307, 'Looter Shooter': 305, 'MMORPG': 293, 'Crafting': 290, 'PvE': 285, 'PvP': 279, 'Shooter': 220, 'Multiplayer': 192, 'Post-apocalyptic': 189, 'First-Person': 188, 'FPS': 186, 'Singleplayer': 182, 'Atmospheric': 179, 'Realistic': 179}",False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
1134570,F1 2021,Codemasters,Electronic Arts,,19539,3526,"500,000 .. 1,000,000",2143,621,5999,"English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese","Racing, Simulation, Sports",12968,"{'Racing': 179, 'Driving': 160, 'Sports': 159, 'Immersive Sim': 159, 'Automobile Sim': 153, 'PvP': 149, 'Controller': 143, 'e-sports': 140, 'Split Screen': 139, 'Simulation': 136, '3D': 135, 'Realistic': 110, 'Multiplayer': 103, 'Co-op': 101, 'Local Multiplayer': 97, 'Cinematic': 95, 'Online Co-Op': 69, 'VR': 67, 'Singleplayer': 63, 'Arcade': 34}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,AAA
1135240,Men of War: Assault Squad 2 - Cold War,Digitalmindsoft,1C Entertainment,,215,699,"100,000 .. 200,000",0,0,2499,"English, Russian, French, Italian, German, Spanish - Spain, Polish, Simplified Chinese","Action, Simulation, Strategy",6,"{'Strategy': 42, 'Simulation': 40, 'Action': 38, 'Cold War': 10, 'RTS': 9, 'War': 7}",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1135300,King's Bounty II,1C Entertainment,"1C Entertainment, Prime Matter, 方块游戏 (China)",,2560,1448,"100,000 .. 200,000",491,0,4999,"English, Russian, French, Italian, German, Spanish - Spain, Polish, Simplified Chinese, Czech, Japanese, Korean, Traditional Chinese","Adventure, RPG, Strategy",144,"{'Strategy': 175, 'RPG': 172, 'Adventure': 117, 'Turn-Based Strategy': 111, 'Fantasy': 101, 'Medieval': 97, 'Tactical RPG': 78, 'Hex Grid': 75, 'Tactical': 71, 'Turn-Based Combat': 68, 'Singleplayer': 65, 'Turn-Based': 62, 'Turn-Based Tactics': 57, 'Story Rich': 53, 'Choices Matter': 47, 'Third Person': 43, 'Atmospheric': 42, 'Co-op': 39, 'Great Soundtrack': 38, 'Simulation': 29}",False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1135690,Unpacking,Witch Beam,Humble Games,,5903,483,"100,000 .. 200,000",190,91,1999,"English, French, German, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Casual, Indie, Simulation",425,"{'Relaxing': 360, 'Story Rich': 350, 'Pixel Graphics': 328, 'Cute': 313, 'Casual': 307, 'Simulation': 288, 'Life Sim': 270, 'Isometric': 265, 'Puzzle': 262, 'Atmospheric': 261, 'Singleplayer': 259, 'Indie': 256, 'Female Protagonist': 225, 'Family Friendly': 217, 'Colorful': 211, 'Point & Click': 205, 'Inventory Management': 197, 'Hidden Object': 196, 'Experimental': 188, '2D': 181}",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1136160,Internet Cafe Simulator,Cheesecake Dev,Cheesecake Dev,,5035,1855,"200,000 .. 500,000",325,0,999,"English, French, German, Spanish - Spain, Simplified Chinese, Polish, Portuguese, Russian, Turkish","Adventure, Indie, Simulation",201,"{'Simulation': 124, 'Indie': 77, 'Sexual Content': 68, 'Adventure': 66, 'Management': 63, 'Singleplayer': 58, 'Nudity': 57, 'First-Person': 49, 'Open World': 42, 'Economy': 42, 'Multiplayer': 35, 'Funny': 32, 'Walking Simulator': 32, 'Action': 31, 'Replay Value': 30, 'Strategy': 30, 'Exploration': 25, 'Hacking': 23, 'Atmospheric': 22, 'Multiple Endings': 20}",False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
1137460,ALTF4,PUMPKIM,PUMPKIM,,6263,1250,"100,000 .. 200,000",317,0,299,"English, Spanish - Spain, Russian, Simplified Chinese, Korean, French, German, Japanese, Traditional Chinese, Turkish","Action, Adventure, Indie",91,"{'Singleplayer': 198, '3D': 187, 'Runner': 184, 'Physics': 178, 'Survival': 177, 'Medieval': 172, '3D Platformer': 168, 'Third Person': 167, 'Action': 164, 'Platformer': 157, 'Casual': 140, 'Rogue-like': 131, 'Arcade': 126, 'Action Roguelike': 125, 'Exploration': 121, 'Cartoony': 112, 'Colorful': 112, 'Mystery': 101, 'Adventure': 100, 'Fantasy': 91}",True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1138080,斗地主少女/ Landlord Girls,Twilight Sonata Studio,Twilight Sonata Studio,,1389,564,"100,000 .. 200,000",40,0,499,"English, Simplified Chinese, Japanese, Traditional Chinese","Casual, RPG",3,"{'Sexual Content': 154, 'Nudity': 121, 'Casual': 88, 'RPG': 83, 'Mature': 79, 'Anime': 66, 'Card Game': 63, 'Hentai': 62, 'Visual Novel': 60, 'Indie': 56, 'Strategy': 54, 'Puzzle': 52, 'Board Game': 47, 'FPS': 43, 'Dating Sim': 41, 'NSFW': 39, 'Comedy': 35, 'Singleplayer': 33, 'Co-op': 30, 'Remake': 28}",True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1139900,Ghostrunner,"One More Level, 3D Realms, Slipgate Ironworks™, All in! Games",505 Games,,34137,3074,"500,000 .. 1,000,000",430,14,2999,"English, French, Italian, German, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Korean, Traditional Chinese, Spanish - Spain",Action,310,"{'Action': 577, 'Cyberpunk': 530, 'Fast-Paced': 500, 'First-Person': 498, 'Singleplayer': 444, 'Swordplay': 441, 'Difficult': 440, 'Futuristic': 393, 'Violent': 371, 'Sci-fi': 351, 'Hack and Slash': 331, 'Action-Adventure': 292, 'Great Soundtrack': 277, 'Adventure': 268, 'Combat': 258, 'Post-apocalyptic': 241, 'Fighting': 238, 'Strategy': 222, 'Shooter': 206, 'Interactive Fiction': 182}",False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1139940,ATOM RPG Trudograd,AtomTeam,AtomTeam,,2013,157,"100,000 .. 200,000",0,0,1099,"English, Russian, Simplified Chinese, Spanish - Spain, Traditional Chinese",RPG,174,"{'CRPG': 179, 'Survival': 174, 'Open World': 170, 'Sandbox': 169, 'Immersive Sim': 164, 'RPG': 158, 'Story Rich': 153, 'Replay Value': 150, 'Post-apocalyptic': 143, 'Exploration': 140, 'Isometric': 139, 'Turn-Based Combat': 136, 'Turn-Based': 132, 'Singleplayer': 126, 'Tactical': 117, 'Atmospheric': 105, 'Choices Matter': 102, 'Turn-Based Strategy': 94, 'Dystopian ': 94, 'Adventure': 90}",False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1139980,Travellers Rest,Isolated Games,Isolated Games,,1901,155,"100,000 .. 200,000",84,0,1499,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Turkish, Japanese, Korean, Portuguese, Simplified Chinese, Russian, Traditional Chinese","Adventure, Casual, Indie, RPG, Simulation, Early Access",61,"{'Life Sim': 254, 'Pixel Graphics': 242, 'Immersive Sim': 234, 'Farming Sim': 233, 'RPG': 225, 'Collectathon': 225, 'Management': 202, 'Medieval': 197, 'Isometric': 187, 'Fantasy': 182, 'Building': 180, 'Colorful': 177, 'Crafting': 174, 'Adventure': 158, 'Singleplayer': 156, 'Resource Management': 155, 'Inventory Management': 152, 'Early Access': 141, 'Indie': 140, 'Simulation': 115}",False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1140270,Monster Prom 2: Monster Camp,Beautiful Glitch,Beautiful Glitch,,3903,78,"200,000 .. 500,000",287,0,1199,English,"Indie, Simulation",77,"{'Dating Sim': 222, 'Indie': 209, 'LGBTQ+': 203, 'Multiplayer': 200, 'Comedy': 198, 'Online Co-Op': 190, 'Multiple Endings': 182, 'Casual': 179, 'Visual Novel': 177, 'Funny': 176, 'Singleplayer': 168, 'Dark Comedy': 166, 'Text-Based': 161, '2D': 159, 'Romance': 156, 'Fantasy': 154, 'Story Rich': 144, 'Sequel': 143, 'Choose Your Own Adventure': 136, 'Simulation': 134}",True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
1140290,Murder by Numbers,Mediatonic,The Irregular Corporation,,811,128,"100,000 .. 200,000",277,0,1499,"English, Japanese","Adventure, Indie",53,"{'Investigation': 292, 'Visual Novel': 285, 'Interactive Fiction': 277, 'Female Protagonist': 275, 'Detective': 270, 'Puzzle': 268, '2D': 267, 'LGBTQ+': 258, 'Story Rich': 257, 'Comic Book': 256, 'Conversation': 240, 'Anime': 235, 'Cartoony': 228, 'Colorful': 226, 'Crime': 217, 'Logic': 206, 'Mystery': 200, 'Adventure': 190, ""1990's"": 180, 'Conspiracy': 167}",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1140440,OMON Simulator,"Ukrainian Bears, Hideo Milos","United Nations, Putin The Best, Ukrainian Bears",,1817,649,"100,000 .. 200,000",109,0,99,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese","Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy",58,"{'Nudity': 62, 'Simulation': 53, 'Action': 50, 'Indie': 44, 'RPG': 43, 'Adventure': 41, 'Massively Multiplayer': 37, 'Strategy': 36, 'Violent': 30, 'Sexual Content': 27, 'Story Rich': 21, 'Politics': 21, 'Political': 21, 'Memes': 20, 'Multiplayer': 19, 'Comedy': 16, 'Open World': 16, 'Racing': 16, 'Funny': 14, 'Atmospheric': 13}",False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,AAA
1141220,DemonCrawl,Therefore Games,Therefore Games,,747,157,"100,000 .. 200,000",0,0,1499,English,"Adventure, Indie, RPG, Strategy",57,"{'Indie': 33, 'Strategy': 32, 'RPG': 30, 'Adventure': 29, 'Puzzle': 22, 'Rogue-lite': 21, 'Great Soundtrack': 19, 'Rogue-like': 16, '2D': 13, 'Difficult': 13, 'Singleplayer': 12, 'Dungeon Crawler': 11, 'Retro': 11, 'Replay Value': 11, 'Pixel Graphics': 10}",False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1142100,WWE 2K BATTLEGROUNDS,Saber Interactive,2K,,426,331,"100,000 .. 200,000",1077,0,3999,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Simplified Chinese, Traditional Chinese, Korean","Action, Sports",3,"{'Action': 39, 'Sports': 28, 'Fighting': 22, 'Wrestling': 21, '4 Player Local': 20, 'Cartoony': 14, 'Multiplayer': 6}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,AAA
1142500,Fun with Ragdolls: The Game,Jadon Barnes,Jadon Barnes,,2718,353,"200,000 .. 500,000",16,0,1499,English,"Action, Indie, Simulation",111,"{'Physics': 62, 'Sandbox': 60, 'Funny': 60, 'Simulation': 59, 'Action': 58, 'Indie': 51, 'Building': 36, 'Singleplayer': 31, 'Family Friendly': 21, 'Adventure': 19, '3D': 18, 'Multiplayer': 12, 'Controller': 9, 'Comedy': 8, 'Games Workshop': 6, 'Colorful': 5, 'Destruction': 5}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
1144030,Pesterquest,"What Pumpkin Games, Inc.",Fellow Traveller,,961,98,"100,000 .. 200,000",0,0,1199,English,"Adventure, Indie, RPG",6,"{'Indie': 63, 'Adventure': 58, 'RPG': 51, 'Visual Novel': 44, 'Story Rich': 28, 'Time Travel': 25, 'Comedy': 24, 'LGBTQ+': 23, 'Funny': 22, 'Sci-fi': 19, 'Great Soundtrack': 8}",False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1144200,Ready or Not,VOID Interactive,VOID Interactive,,30544,2075,"1,000,000 .. 2,000,000",598,405,3999,English,"Action, Adventure, Indie, Early Access",7065,"{'Early Access': 380, 'Tactical': 345, 'Realistic': 325, 'FPS': 321, 'Multiplayer': 315, 'Shooter': 263, 'First-Person': 253, 'Action': 252, 'Co-op': 234, 'Singleplayer': 212, 'Violent': 209, 'Crime': 182, 'Gun Customization': 167, 'Modern': 167, 'America': 166, 'Combat': 164, 'Gore': 159, 'Atmospheric': 157, 'Co-op Campaign': 156, 'PvP': 128}",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,AAA
1144400,Senren＊Banka,Yuzusoft,"HIKARI FIELD, NekoNyan Ltd.",,7879,60,"100,000 .. 200,000",858,73,3499,"English, Japanese, Simplified Chinese, Traditional Chinese","Adventure, Casual",213,"{'Casual': 239, 'Adventure': 224, 'Visual Novel': 206, 'Anime': 145, 'Dating Sim': 129, 'NSFW': 81, 'Romance': 75, 'Cute': 70, 'Story Rich': 55, 'Shooter': 53, 'Multiple Endings': 48, 'Singleplayer': 45, 'Great Soundtrack': 27, 'World War II': 6, 'Choices Matter': 5}",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1145360,Hades,Supergiant Games,Supergiant Games,,174368,2337,"5,000,000 .. 10,000,000",2204,160,2499,"English, French, Italian, German, Spanish - Spain, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Polish, Japanese","Action, Indie, RPG",6229,"{'Action Roguelike': 866, 'Indie': 578, 'Action': 562, 'Rogue-lite': 544, 'Hack and Slash': 524, 'RPG': 470, 'Mythology': 414, 'Rogue-like': 411, 'Great Soundtrack': 405, 'Singleplayer': 381, 'Dungeon Crawler': 355, 'Story Rich': 354, 'Replay Value': 312, 'Difficult': 234, 'Isometric': 231, 'Action RPG': 185, 'Hand-drawn': 171, 'Atmospheric': 164, 'Perma Death': 68, 'Souls-like': 53}",False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1145660,Drift Of The Hill,RewindApp,RewindApp,,548,212,"100,000 .. 200,000",6,0,199,English,"Indie, Racing, Simulation",2,"{'Racing': 44, 'Simulation': 38, 'Indie': 35, 'Automobile Sim': 29, 'Driving': 22, 'Physics': 17, 'Singleplayer': 17, 'Controller': 16, 'Anime': 15, 'Third Person': 14, 'Realistic': 14, 'Relaxing': 12, 'Arcade': 12, 'First-Person': 12, 'Multiplayer': 12, 'Short': 12, 'Colorful': 12, 'Action': 12, 'Retro': 11, 'Replay Value': 10}",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,AAA
1145960,The White Door,Rusty Lake,Second Maze,,3773,247,"100,000 .. 200,000",153,68,399,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Vietnamese, Portuguese - Brazil, Spanish - Latin America, Czech","Adventure, Indie",23,"{'Indie': 78, 'Adventure': 77, 'Puzzle': 36, 'Point & Click': 31, 'Detective': 24, 'Short': 23, 'Mystery': 15, 'Story Rich': 14, 'Atmospheric': 14, 'Psychological Horror': 13, 'Singleplayer': 11, '2D': 10, 'Surreal': 8}",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1146630,Yokai's Secret,Double W,Toffee Cafe,,5407,546,"200,000 .. 500,000",71,0,199,"English, Traditional Chinese, Japanese, Russian, Simplified Chinese, Korean","Action, Casual, Indie, RPG",37,"{'Sexual Content': 275, 'Nudity': 252, 'Mature': 221, 'Indie': 215, 'Casual': 212, 'Action': 193, 'Hentai': 148, 'RPG': 121, 'Anime': 98, 'NSFW': 98, 'FPS': 41, 'Puzzle': 33, 'Visual Novel': 25, 'Memes': 21, 'Great Soundtrack': 19, 'Psychological Horror': 8}",True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1146970,My Vow to My Liege,YETU GAME,方块游戏(CubeGame),,2588,117,"100,000 .. 200,000",391,0,999,"English, Simplified Chinese","Casual, Indie",33,"{'Female Protagonist': 149, 'Romance': 141, 'Otome': 128, 'Visual Novel': 124, 'RPG': 113, 'Casual': 101, 'Anime': 77, 'Singleplayer': 74, 'Indie': 69, 'Text-Based': 42, 'Mature': 41, 'Choices Matter': 36, 'LGBTQ+': 24}",True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1147550,Not For Broadcast,NotGames,tinyBuild,,5399,260,"200,000 .. 500,000",154,20,2499,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese","Adventure, Indie, Simulation, Early Access",40,"{'Simulation': 283, 'Point & Click': 282, 'Dystopian ': 280, 'Indie': 277, 'Choose Your Own Adventure': 275, 'Choices Matter': 269, 'Story Rich': 268, 'Atmospheric': 262, 'Dark Comedy': 262, 'FMV': 258, 'Multiple Endings': 256, 'Political': 254, 'Early Access': 246, 'Political Sim': 242, 'Interactive Fiction': 238, 'Alternate History': 234, 'Management': 231, 'Politics': 229, 'Singleplayer': 221, 'First-Person': 221}",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1147560,Skul: The Hero Slayer,SouthPAW Games,NEOWIZ,,28378,1881,"500,000 .. 1,000,000",1392,589,1999,"English, Japanese, Korean, Simplified Chinese, German, French, Spanish - Spain, Russian, Traditional Chinese, Portuguese - Brazil, Polish","Action, Indie",1534,"{'Indie': 421, 'Action': 399, 'Action Roguelike': 281, 'Pixel Graphics': 244, 'Rogue-lite': 201, 'Rogue-like': 165, '2D': 165, 'Singleplayer': 137, 'Platformer': 108, 'Adventure': 90, 'Hack and Slash': 87, 'Side Scroller': 86, 'Villain Protagonist': 86, 'Difficult': 82, 'Metroidvania': 77, 'Action-Adventure': 61, 'Story Rich': 53, 'Fantasy': 50, 'Cute': 32, 'Early Access': 28}",False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1148510,Pretty Angel,GirlGames,GirlGames,,2812,248,"100,000 .. 200,000",106,0,99,"English, French, Italian, German, Spanish - Spain, Danish, Ukrainian, Russian, Bulgarian, Hungarian, Turkish, Greek, Norwegian, Czech, Japanese, Polish, Thai, Swedish, Simplified Chinese, Traditional Chinese, Romanian, Finnish, Dutch, Portuguese, Portuguese - Brazil, Spanish - Latin America, Vietnamese, Arabic, Korean","Casual, Indie, RPG, Simulation",7,"{'Sexual Content': 139, 'Nudity': 129, 'Casual': 128, 'Indie': 115, 'Simulation': 92, 'Mature': 90, 'Hentai': 84, 'RPG': 78, 'Anime': 67, 'Puzzle': 34, 'NSFW': 10, 'FPS': 7, 'Cute': 7, 'Free to Play': 6, 'Psychological Horror': 5}",True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1148590,DOOM 64,"id Software, Nightdive Studios",Bethesda Softworks,,4488,289,"200,000 .. 500,000",157,0,499,"English, French, Italian, German, Spanish - Spain",Action,40,"{'Action': 141, 'FPS': 105, 'Classic': 92, ""1990's"": 88, 'Retro': 81, 'Gore': 68, 'Violent': 63, 'Shooter': 62, 'First-Person': 59, 'Cult Classic': 56, 'Singleplayer': 51, 'Horror': 49, 'Fast-Paced': 49, 'Demons': 44, 'Sci-fi': 39, 'Atmospheric': 23, 'Great Soundtrack': 14, 'Pixel Graphics': 13}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1148650,The Legend of Bum-Bo,"Edmund McMillen, James Interactive, Ridiculon",Edmund McMillen,,4266,972,"200,000 .. 500,000",1239,0,1499,English,"Adventure, Indie, Strategy",32,"{'Rogue-lite': 76, 'Indie': 55, 'Strategy': 51, 'Adventure': 44, 'Puzzle': 31, 'Match 3': 24, 'Singleplayer': 21, 'Great Soundtrack': 14, 'Difficult': 11, 'Card Game': 10, 'Casual': 9, 'Funny': 9, 'RPG': 8, 'Deckbuilding': 7, 'Turn-Based': 7, 'Early Access': 7, 'Turn-Based Strategy': 6, 'Psychological Horror': 5, 'Rogue-like': 5, 'Horror': 5}",True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1149460,ICARUS,RocketWerkz,RocketWerkz,,11925,7132,"500,000 .. 1,000,000",1210,547,2999,"English, French, German, Portuguese - Brazil, Russian, Spanish - Latin America, Japanese, Korean, Simplified Chinese, Traditional Chinese","Action, Adventure, Simulation",7187,"{'Survival': 478, 'Open World Survival Craft': 454, 'Online Co-Op': 433, 'Multiplayer': 422, 'Crafting': 413, 'Base-Building': 406, 'Exploration': 399, 'Building': 372, 'Open World': 352, 'First-Person': 346, 'Co-op': 343, 'PvE': 338, 'Space': 316, 'Mining': 305, 'Realistic': 302, 'Third Person': 282, 'Sandbox': 262, 'Adventure': 249, 'Nature': 246, 'Science': 240}",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
1149620,Gas Station Simulator,DRAGO entertainment,"Movie Games S.A., HeartBeat Games",,8970,1339,"200,000 .. 500,000",716,469,1999,"English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish, Czech, Portuguese - Brazil, Ukrainian, Finnish, Italian, Thai, Hungarian, Portuguese, Vietnamese","Indie, Simulation",520,"{'Simulation': 141, 'Indie': 81, 'Economy': 73, 'Building': 73, 'Base-Building': 58, 'Singleplayer': 55, 'Realistic': 46, 'Open World': 45, 'Crafting': 44, 'First-Person': 44, 'Relaxing': 43, 'Multiplayer': 37, 'Casual': 35, 'Funny': 31, 'Design & Illustration': 28, 'Family Friendly': 25, 'Choices Matter': 25, 'Memes': 25, 'Destruction': 24, 'Education': 19}",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,AAA
1149660,Seek Girl Ⅱ,DSGame,DSGame,,1813,395,"100,000 .. 200,000",12,0,99,"English, Japanese, Simplified Chinese, Traditional Chinese","Casual, Indie",11,"{'Sexual Content': 214, 'Nudity': 198, 'Hentai': 188, 'Mature': 187, 'NSFW': 174, 'Casual': 142, 'Indie': 137, 'Anime': 78, 'Puzzle': 62, 'Dating Sim': 58, 'Singleplayer': 55, 'Female Protagonist': 46, 'Visual Novel': 41, 'Cute': 38, 'Choose Your Own Adventure': 36, 'Romance': 28, 'World War II': 22}",True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1150080,Azur Lane Crosswave,"IDEA FACTORY, COMPILE HEART, FELISTELLA",Idea Factory International,,4576,2066,"200,000 .. 500,000",328,0,3999,"English, Japanese, Traditional Chinese, Simplified Chinese","Action, Adventure, RPG",17,"{'RPG': 239, 'Action': 226, 'Adventure': 191, 'Anime': 176, 'Sexual Content': 139, 'Visual Novel': 131, 'Female Protagonist': 110, 'Nudity': 101, 'Cute': 97, 'JRPG': 93, 'Singleplayer': 72, 'Naval': 62, 'World War II': 53, 'Third-Person Shooter': 49, 'Military': 42, 'FPS': 38, 'Shooter': 33, 'Hentai': 21, 'Naval Combat': 12, 'Mature': 11}",False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
1150640,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,Other Ocean Emeryville,"Konami Digital Entertainment, Inc.",,2315,510,"100,000 .. 200,000",2323,42,3999,"English, French, Italian, German, Spanish - Spain, Japanese",Simulation,486,"{'Simulation': 147, 'Trading Card Game': 31, 'Anime': 29, 'Multiplayer': 27, 'Card Game': 25, 'Card Battler': 22, 'Singleplayer': 21, 'Strategy': 20, 'Deckbuilding': 18, 'Puzzle': 13}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
